Postcode,Latitude,Longitude,Total Crimes
11207,40.693293,-73.90864,0
11210,40.632562,-73.954724,0
11210,40.633232,-73.954655,0
11210,40.633232,-73.954655,3
11229,40.601617,-73.959779,0
11215,40.657472,-73.97618,4
11233,40.677415,-73.908734,5
11205,40.695417,-73.959571,2
11207,40.672579,-73.884803,2
11208,40.675766,-73.869469,2
11219,40.637322,-73.999215,0
11225,40.666181,-73.949013,2
11237,40.707229,-73.919805,3
11214,40.607234,-74.007199,0
11219,40.637486,-73.985955,0
11212,40.65744,-73.911053,9
11207,40.66011,-73.885387,0
11207,40.66011,-73.885387,0
11207,40.66011,-73.885387,19
11213,40.669001,-73.934635,0
11213,40.669001,-73.934635,0
11213,40.669001,-73.934635,0
11213,40.669001,-73.934635,3
11232,40.64629,-74.001903,1
11209,40.630843,-74.01913,0
11208,40.68618,-73.869625,7
11232,40.657914,-74.000652,0
11207,40.665798,-73.897723,0
11207,40.665798,-73.897723,0
11207,40.665798,-73.897723,0
11203,40.642031,-73.931151,0
11207,40.665798,-73.897723,3
11212,40.665878,-73.911705,0
11212,40.665878,-73.911705,0
11212,40.665878,-73.911705,29
11219,40.624611,-74.005378,6
11204,40.608604,-73.974847,0
11233,40.675024,-73.915778,11
11218,40.640463,-73.977642,3
11204,40.627029,-73.989672,0
11204,40.627029,-73.989672,0
11204,40.627029,-73.989672,9
11203,40.648215,-73.946374,11
11212,40.660204,-73.913933,0
11212,40.660204,-73.913933,0
11212,40.660204,-73.913933,0
11212,40.660204,-73.913933,0
11212,40.660204,-73.913933,1
11212,40.659966,-73.904901,4
11209,40.623986,-74.033779,0
11214,40.611483,-73.994677,6
11224,40.577217,-74.000194,4
11212,40.665565,-73.926246,6
11207,40.662326,-73.894441,0
11207,40.662326,-73.894441,0
11207,40.662326,-73.894441,5
11233,40.672005,-73.924329,5
11204,40.629303,-73.979995,2
11210,40.621507,-73.950473,4
11229,40.596757,-73.933499,2
11235,40.579451,-73.943819,0
11211,40.709674,-73.954217,0
11206,40.708723,-73.940002,0
11206,40.708723,-73.940002,0
11206,40.708723,-73.940002,4
11210,40.612623,-73.951906,0
11210,40.612623,-73.951906,0
11210,40.612623,-73.951906,4
11210,40.63694,-73.937339,0
11230,40.616632,-73.963476,0
11214,40.603188,-74.001408,2
11228,40.618676,-74.012722,2
11208,40.666417,-73.876563,0
11208,40.666417,-73.876563,0
11208,40.666417,-73.876563,19
11234,40.621436,-73.925989,10
11228,40.614159,-74.006638,0
11204,40.61527,-73.987149,0
11229,40.597369,-73.948946,5
11234,40.613353,-73.930129,0
11235,40.586845,-73.96198,0
11213,40.672762,-73.927973,0
11213,40.672762,-73.927973,0
11213,40.672762,-73.927973,4
11236,40.643278,-73.896212,0
11236,40.643278,-73.896212,0
11236,40.643278,-73.896212,9
11214,40.587616,-73.985948,1
11207,40.66051,-73.890288,8
11208,40.676513,-73.863151,0
11223,40.602084,-73.970013,3
11223,40.590564,-73.969964,0
11230,40.63398,-73.966558,4
11208,40.670724,-73.874208,0
11208,40.670724,-73.874208,0
11208,40.670724,-73.874208,0
11208,40.670724,-73.874208,25
11212,40.659288,-73.922919,0
11220,40.640545,-74.000731,7
11213,40.663701,-73.936049,0
11213,40.663701,-73.936049,0
11213,40.663701,-73.936049,4
11234,40.613317,-73.938871,0
11204,40.634875,-73.981528,0
11204,40.634875,-73.981528,0
11204,40.634875,-73.981528,9
11208,40.664075,-73.866092,13
11208,40.676129,-73.880337,0
11235,40.579737,-73.956329,0
11235,40.579737,-73.956329,0
11235,40.579737,-73.956329,5
11204,40.615252,-73.97635,0
11204,40.62191,-73.995022,8
11223,40.6013,-73.976953,5
11228,40.610963,-74.013376,0
11218,40.645017,-73.980761,0
11203,40.65843,-73.929076,0
11203,40.65843,-73.929076,0
11203,40.65843,-73.929076,0
11203,40.65843,-73.929076,33
11236,40.651022,-73.91402,2
11229,40.60422,-73.955485,16
11203,40.654704,-73.941089,0
11234,40.615998,-73.912989,0
11204,40.60731,-73.986595,0
11204,40.60731,-73.986595,0
11204,40.60731,-73.986595,3
11223,40.608862,-73.965058,5
11217,40.67634,-73.977367,8
11224,40.578188,-73.99203,3
11210,40.623561,-73.946279,19
11225,40.669339,-73.960675,0
11236,40.645685,-73.8989,2
11213,40.676094,-73.935688,0
11213,40.676094,-73.935688,0
11213,40.676094,-73.935688,0
11203,40.648423,-73.925948,1
11226,40.648608,-73.952821,0
11226,40.648608,-73.952821,0
11226,40.648608,-73.952821,0
11226,40.648608,-73.952821,17
11204,40.612273,-73.986713,1
11226,40.64971,-73.966046,2
11206,40.707104,-73.945475,0
11234,40.632524,-73.924417,7
11212,40.658295,-73.920109,0
11212,40.658295,-73.920109,0
11212,40.658295,-73.920109,4
11235,40.579607,-73.962071,0
11235,40.590423,-73.951753,0
11229,40.604349,-73.955528,1
11216,40.690725,-73.950433,3
11206,40.702392,-73.941801,4
11216,40.681572,-73.945446,0
11216,40.681572,-73.945446,0
11216,40.681572,-73.945446,0
11357,40.785909,-73.818058,2
11216,40.681572,-73.945446,12
11228,40.62668,-74.01512,5
11207,40.654031,-73.894854,0
11207,40.654031,-73.894854,0
11207,40.654031,-73.894854,0
11201,40.687466,-73.988288,4
11233,40.683241,-73.930813,6
11212,40.666545,-73.910904,0
11212,40.666545,-73.910904,0
11212,40.666545,-73.910904,8
11209,40.620957,-74.03015,0
11205,40.696324,-73.97578,0
11205,40.696324,-73.97578,0
11205,40.696324,-73.97578,12
11203,40.657131,-73.928018,1
11210,40.637711,-73.948159,1
11205,40.690202,-73.961478,0
11205,40.690202,-73.961478,0
11205,40.690202,-73.961478,1
11233,40.677805,-73.915843,0
11233,40.677805,-73.915843,0
10473,40.818467,-73.868372,3
11213,40.674656,-73.927794,8
11233,40.677805,-73.915843,0
11233,40.677805,-73.915843,32
11236,40.635916,-73.886412,2
11207,40.657922,-73.879354,0
11221,40.694921,-73.927931,1
11212,40.656068,-73.907245,0
11212,40.656068,-73.907245,0
11212,40.656068,-73.907245,0
11212,40.656068,-73.907245,0
11212,40.656068,-73.907245,11
11236,40.634085,-73.907925,0
11229,40.596145,-73.928793,0
11229,40.60665,-73.939176,11
11236,40.644203,-73.892264,0
11214,40.595341,-73.993457,10
11212,40.667377,-73.908214,6
11203,40.646877,-73.920977,11
11235,40.591109,-73.9391,5
11201,40.697901,-73.98054,0
11224,40.574411,-73.99194,2
11213,40.674794,-73.942639,2
11207,40.67789,-73.889758,1
11221,40.695362,-73.915142,0
11221,40.695362,-73.915142,0
11221,40.695362,-73.915142,0
11221,40.695362,-73.915142,14
11207,40.671544,-73.892844,0
11207,40.671987,-73.893896,0
11201,40.685419,-73.993351,0
11201,40.685419,-73.993351,0
11201,40.685419,-73.993351,0
11201,40.685419,-73.993351,25
11207,40.688387,-73.910276,0
11207,40.688387,-73.910276,0
11207,40.688387,-73.910276,16
11206,40.697781,-73.947809,0
11206,40.697781,-73.947809,0
11206,40.697781,-73.947809,0
11212,40.670986,-73.908194,0
11212,40.670986,-73.908194,0
11364,40.736177,-73.753159,0
11212,40.670986,-73.908194,11
11221,40.691077,-73.918152,3
11208,40.677104,-73.883433,0
11207,40.655997,-73.886547,10
11208,40.677104,-73.883433,0
11208,40.677104,-73.883433,0
11208,40.677104,-73.883433,0
11208,40.677104,-73.883433,33
11224,40.582533,-73.973132,0
11224,40.5825,-73.973122,0
11224,40.5825,-73.973122,0
11224,40.582533,-73.973132,16
11206,40.694086,-73.940744,0
11206,40.694086,-73.940744,0
11206,40.694086,-73.940744,2
11216,40.686076,-73.945229,0
11216,40.686076,-73.945229,0
11216,40.686076,-73.945229,10
11201,40.701343,-73.982314,0
11201,40.701343,-73.982314,0
11201,40.701343,-73.982314,3
11221,40.688695,-73.935499,0
11221,40.688695,-73.935499,0
11221,40.688695,-73.935499,3
11221,40.688419,-73.924833,0
11221,40.688419,-73.924833,0
11221,40.688419,-73.924833,4
11219,40.632478,-74.007645,0
11234,40.621413,-73.908987,0
11201,40.694682,-73.988853,0
11201,40.694682,-73.988853,0
11201,40.694682,-73.988853,11
11220,40.642121,-74.018997,0
11220,40.642121,-74.018997,0
11220,40.642121,-74.018997,6
11238,40.674406,-73.960254,0
11238,40.674406,-73.960254,0
11238,40.674406,-73.960254,5
11217,40.680428,-73.980491,0
11206,40.7025,-73.948869,3
11225,40.665035,-73.959031,0
11225,40.665035,-73.959031,0
11225,40.665035,-73.959031,26
11215,40.67146,-73.977783,0
11221,40.68832,-73.932275,0
11221,40.68832,-73.932275,0
11221,40.68832,-73.932275,0
11221,40.68832,-73.932275,9
11212,40.668475,-73.912351,5
11207,40.668167,-73.897835,0
11207,40.668167,-73.897835,0
11207,40.668167,-73.897835,0
11224,40.574607,-73.996292,1
11209,40.63359,-74.023948,0
11212,40.672462,-73.906552,0
11212,40.672462,-73.906552,0
11212,40.672462,-73.906552,0
11212,40.672462,-73.906552,1
11213,40.674656,-73.927794,0
11213,40.674656,-73.927794,0
11239,40.64726,-73.881114,0
11239,40.64726,-73.881114,0
11239,40.64726,-73.881114,8
11212,40.665965,-73.918107,0
11212,40.665965,-73.918107,0
11212,40.665965,-73.918107,5
11239,40.645806,-73.881671,0
11236,40.647323,-73.892022,2
11217,40.687257,-73.983579,1
11224,40.57752,-73.969517,0
11224,40.57752,-73.969517,0
11224,40.57752,-73.969517,0
11232,40.654293,-74.005889,25
11237,40.698021,-73.920711,0
11221,40.694018,-73.915263,3
11206,40.702427,-73.952985,0
11237,40.697781,-73.919777,0
11237,40.697781,-73.919777,0
11237,40.697781,-73.919777,2
11207,40.690353,-73.904803,10
11213,40.672713,-73.936924,0
11213,40.672713,-73.936924,0
10128,40.777911,-73.947757,0
11213,40.672713,-73.936924,0
11213,40.672713,-73.936924,1
11203,40.662447,-73.936382,0
11203,40.662447,-73.936382,0
11203,40.662447,-73.936382,0
11203,40.662447,-73.936382,21
11203,40.636455,-73.933582,1
11212,40.668856,-73.911499,4
11203,40.658939,-73.94629,2
11212,40.663559,-73.926959,0
11212,40.663559,-73.926959,0
11212,40.663559,-73.926959,3
11226,40.648044,-73.951891,0
11214,40.594291,-73.98577,0
11214,40.594291,-73.98577,0
11214,40.594291,-73.98577,0
11214,40.594291,-73.98577,0
11214,40.594291,-73.98577,0
11208,40.657459,-73.874756,0
11214,40.594291,-73.98577,23
11210,40.633237,-73.952929,30
11235,40.581681,-73.967308,0
11235,40.581681,-73.967308,0
11235,40.581681,-73.967308,61
11203,40.648657,-73.922171,0
11203,40.648657,-73.922171,0
11203,40.648657,-73.922171,0
11203,40.648657,-73.922171,0
11203,40.648657,-73.922171,17
11208,40.691146,-73.868328,0
11208,40.691146,-73.868328,0
11208,40.691146,-73.868328,0
11208,40.691146,-73.868328,0
11208,40.691146,-73.868328,0
11208,40.691146,-73.868328,33
11208,40.657459,-73.874756,0
11238,40.676094,-73.97038,0
11208,40.657459,-73.874756,9
11229,40.609912,-73.948512,42
11217,40.688834,-73.976905,19
11207,40.667456,-73.894747,0
11207,40.667456,-73.894747,0
11207,40.667456,-73.894747,0
11207,40.667456,-73.894747,0
11207,40.667456,-73.894747,0
11207,40.667456,-73.894747,43
11225,40.670349,-73.961695,0
11225,40.670349,-73.961695,0
11225,40.670349,-73.961695,0
11225,40.670349,-73.961695,0
11225,40.670349,-73.961695,36
11214,40.613262,-74.003404,0
11214,40.613262,-74.003404,0
10032,40.838954,-73.936838,2
11214,40.613262,-74.003404,0
11214,40.613262,-74.003404,29
11211,40.712184,-73.939722,0
11211,40.712184,-73.939722,0
11211,40.712184,-73.939722,0
11211,40.712184,-73.939722,45
11213,40.67944,-73.932407,0
11213,40.67944,-73.932407,0
11213,40.67944,-73.932407,0
11213,40.67944,-73.932407,49
11216,40.685004,-73.947152,0
11216,40.685004,-73.947152,0
11216,40.685004,-73.947152,8
11215,40.669629,-73.979287,0
11215,40.669629,-73.979287,0
11215,40.669629,-73.979287,0
11215,40.669629,-73.979287,0
11215,40.669629,-73.979287,0
11215,40.669629,-73.979287,34
11226,40.649787,-73.95855,0
11226,40.649787,-73.95855,0
11226,40.649787,-73.95855,0
11237,40.69697,-73.910791,0
11226,40.649787,-73.95855,0
11226,40.649787,-73.95855,0
11226,40.649787,-73.95855,0
11226,40.649787,-73.95855,35
11203,40.658893,-73.942458,0
11203,40.658893,-73.942458,0
11203,40.658893,-73.942458,0
11203,40.658893,-73.942458,0
11203,40.658893,-73.942458,0
11203,40.658893,-73.942458,26
11237,40.69697,-73.910791,0
11237,40.69697,-73.910791,0
11237,40.69697,-73.910791,0
11237,40.69697,-73.910791,61
11220,40.637282,-74.023849,7
11219,40.627784,-74.004485,1
11209,40.627835,-74.040046,28
11235,40.594124,-73.937696,0
11235,40.594124,-73.937696,0
11235,40.594124,-73.937696,0
11235,40.594124,-73.937696,0
11235,40.594124,-73.937696,0
11235,40.594124,-73.937696,66
11236,40.641474,-73.898254,0
11236,40.641474,-73.898254,0
11236,40.641474,-73.898254,0
11236,40.641474,-73.898254,21
11204,40.620446,-73.981795,0
11204,40.620446,-73.981795,0
11204,40.620446,-73.981795,16
11236,40.633285,-73.916735,0
11236,40.633285,-73.916735,0
11236,40.633285,-73.916735,0
11236,40.633285,-73.916735,0
11236,40.633285,-73.916735,0
11236,40.633285,-73.916735,0
11236,40.633285,-73.916735,41
11201,40.690145,-73.989132,3
11230,40.620525,-73.959285,26
11235,40.580894,-73.935952,0
11223,40.589268,-73.981738,32
11237,40.69737,-73.913171,1
11232,40.65571,-74.005197,17
11201,40.694926,-73.986015,0
11201,40.694926,-73.986015,0
11201,40.694926,-73.986015,0
11201,40.694926,-73.986015,0
11201,40.694926,-73.986015,0
11201,40.694926,-73.986015,35
11225,40.667195,-73.951167,14
11225,40.669567,-73.961962,28
11222,40.721981,-73.953281,0
11222,40.721981,-73.953281,0
11222,40.721981,-73.953281,0
11222,40.721981,-73.953281,14
11208,40.678276,-73.87596,19
11235,40.582585,-73.963477,0
11235,40.582585,-73.963477,0
11235,40.582585,-73.963477,19
11213,40.675612,-73.938843,0
11213,40.675612,-73.938843,0
11213,40.675612,-73.938843,0
11213,40.675612,-73.938843,24
11211,40.715073,-73.954754,0
11211,40.715073,-73.954754,0
11211,40.715073,-73.954754,0
11211,40.715073,-73.954754,42
11217,40.683559,-73.98027,0
11217,40.683559,-73.98027,0
11217,40.683559,-73.98027,19
11207,40.674135,-73.89643,26
11214,40.604879,-73.994404,9
11223,40.589317,-73.98131,0
11224,40.577208,-73.985953,7
11226,40.645016,-73.963208,0
11215,40.670764,-73.987787,0
11211,40.705898,-73.955611,2
11219,40.642834,-73.992948,2
11208,40.687145,-73.878547,0
11201,40.684524,-73.990993,16
11211,40.709674,-73.954217,0
11201,40.697339,-73.985016,0
11201,40.697339,-73.985016,0
11201,40.697339,-73.985016,0
11201,40.697339,-73.985016,30
11217,40.686499,-73.979649,0
11217,40.686499,-73.979649,0
11217,40.686499,-73.979649,5
11207,40.677697,-73.886936,0
11207,40.661072,-73.886942,1
11225,40.6701,-73.954972,0
11225,40.6701,-73.954972,0
11225,40.6701,-73.954972,5
11231,40.677969,-74.014363,1
11215,40.676668,-73.985258,0
11215,40.676668,-73.985258,0
11215,40.676668,-73.985258,1
11207,40.657212,-73.888852,0
11215,40.660976,-73.988297,0
11215,40.660976,-73.988297,0
11215,40.660976,-73.988297,1
11218,40.63228,-73.973898,0
11234,40.628659,-73.92793,0
11207,40.660134,-73.887023,5
11212,40.65911,-73.920368,9
11226,40.640066,-73.947253,0
11221,40.695056,-73.92814,1
11207,40.67715,-73.903953,0
11207,40.67715,-73.903953,0
11207,40.67715,-73.903953,16
11217,40.678983,-73.976497,0
10282,40.716668,-74.013542,0
11217,40.678983,-73.976497,0
11217,40.678983,-73.976497,5
11212,40.666518,-73.924057,14
11238,40.678488,-73.962105,18
11221,40.694507,-73.929107,6
11205,40.695332,-73.969243,5
11218,40.649404,-73.971736,0
11220,40.639571,-74.01976,0
11221,40.688831,-73.920906,25
11216,40.68538,-73.954302,4
10038,40.71276,-73.997489,2
10002,40.713273,-73.991339,3
10014,40.732593,-74.006466,4
10032,40.834899,-73.941085,2
10034,40.85899,-73.922894,1
10028,40.777455,-73.960713,0
10035,40.801007,-73.939349,0
10035,40.801007,-73.939349,0
10035,40.801007,-73.939349,6
10024,40.785287,-73.97343,0
10024,40.785287,-73.97343,0
10024,40.785287,-73.97343,1
10039,40.824319,-73.93712,27
10011,40.744349,-74.000253,2
10029,40.793763,-73.949381,0
10029,40.793763,-73.949381,0
10029,40.793763,-73.949381,0
10029,40.793763,-73.949381,0
10029,40.793763,-73.949381,0
10029,40.793763,-73.949381,6
10009,40.721807,-73.979022,7
10036,40.761448,-73.988019,0
10036,40.761448,-73.988019,0
10036,40.761448,-73.988019,5
10003,40.729636,-73.983818,0
10003,40.729636,-73.983818,0
10003,40.729636,-73.983818,7
10002,40.72154,-73.986648,6
10002,40.718895,-73.979308,10
10002,40.720581,-73.985645,0
10002,40.720581,-73.985645,0
10002,40.720581,-73.985645,0
10002,40.720581,-73.985645,24
10032,40.831227,-73.942143,2
10035,40.805953,-73.935179,0
10035,40.805953,-73.935179,0
10035,40.805953,-73.935179,0
10035,40.805953,-73.935179,4
10001,40.748818,-73.999646,0
10009,40.726473,-73.975181,1
10027,40.81027,-73.957482,7
10003,40.735161,-73.982027,0
10003,40.735161,-73.982027,0
10003,40.735161,-73.982027,6
10011,40.735692,-73.999026,0
10002,40.715905,-73.990895,0
10027,40.815256,-73.955325,0
10027,40.815256,-73.955325,0
10027,40.815256,-73.955325,0
10027,40.815256,-73.955325,0
10128,40.783625,-73.945637,12
10027,40.815256,-73.955325,35
10024,40.780822,-73.976855,0
10024,40.780822,-73.976855,0
10024,40.780822,-73.976855,0
10024,40.780822,-73.976855,6
10035,40.798884,-73.933319,0
10035,40.798884,-73.933319,0
10035,40.798884,-73.933319,18
10010,40.738548,-73.982455,0
10010,40.738548,-73.982455,0
10010,40.738548,-73.982455,2
10033,40.853466,-73.934048,0
10029,40.785258,-73.941526,0
10029,40.785258,-73.941526,0
10029,40.785258,-73.941526,10
10034,40.866053,-73.924835,0
10034,40.866053,-73.924835,0
10034,40.866053,-73.924835,4
10025,40.800119,-73.962837,11
10002,40.713684,-73.986336,0
10002,40.713684,-73.986336,0
10002,40.713684,-73.986336,0
10002,40.713684,-73.986336,0
10002,40.713684,-73.986336,47
10029,40.797577,-73.94128,5
10019,40.763866,-73.985939,38
10009,40.729589,-73.982555,9
10009,40.727892,-73.978525,0
10282,40.716668,-74.013542,0
10009,40.727892,-73.978525,0
10009,40.727892,-73.978525,4
10009,40.724117,-73.986381,0
10009,40.724117,-73.986381,0
10009,40.724117,-73.986381,2
10009,40.72438,-73.98138,0
10009,40.72438,-73.98138,0
10009,40.72438,-73.98138,0
10009,40.72438,-73.98138,8
10011,40.742129,-74.002198,0
10011,40.742129,-74.002198,0
10011,40.742129,-74.002198,0
10011,40.742129,-74.002198,11
10029,40.791179,-73.947776,0
11361,40.757064,-73.770122,0
10025,40.795157,-73.973292,0
10025,40.795157,-73.973292,0
10025,40.795157,-73.973292,10
10027,40.806768,-73.951061,5
10035,40.802419,-73.942634,10
10029,40.793194,-73.942548,0
10029,40.793194,-73.942548,0
10029,40.793194,-73.942548,7
10025,40.789526,-73.967574,0
10025,40.789526,-73.967574,0
10025,40.789526,-73.967574,4
10024,40.781958,-73.977638,0
10026,40.802207,-73.954142,0
10026,40.802207,-73.954142,0
10026,40.802207,-73.954142,24
10282,40.716668,-74.013542,0
10032,40.839305,-73.936159,0
10032,40.839305,-73.936159,0
10032,40.839305,-73.936159,0
10032,40.839305,-73.936159,5
10030,40.815016,-73.945123,0
10030,40.815016,-73.945123,0
10030,40.815016,-73.945123,4
10031,40.829832,-73.944789,2
10035,40.800256,-73.937558,8
10002,40.719029,-73.975891,0
10034,40.867826,-73.917059,0
10029,40.785671,-73.942548,0
10029,40.785671,-73.942548,0
10029,40.788952,-73.944538,6
10029,40.785671,-73.942548,0
10029,40.785671,-73.942548,0
10029,40.785671,-73.942548,19
10075,40.770419,-73.951135,0
10029,40.79564,-73.94441,11
10029,40.794872,-73.938719,0
10010,40.736094,-73.980663,11
10029,40.791881,-73.946558,4
10029,40.795146,-73.948368,6
10002,40.715915,-73.979893,0
10019,40.765878,-73.988823,4
10035,40.796668,-73.930966,3
10026,40.801689,-73.954908,0
10026,40.801689,-73.954908,0
10026,40.801689,-73.954908,0
10013,40.718903,-73.998438,0
10026,40.801689,-73.954908,5
10128,40.780706,-73.948553,0
10033,40.846542,-73.935205,2
10016,40.744838,-73.978116,1
10029,40.79307,-73.942303,0
10029,40.79307,-73.942303,0
10029,40.79307,-73.942303,0
10029,40.79307,-73.942303,18
10025,40.791728,-73.970845,0
10025,40.791728,-73.970845,0
10025,40.791728,-73.970845,0
10025,40.791728,-73.970845,14
10029,40.788952,-73.944538,0
10029,40.788952,-73.944538,0
10023,40.773629,-73.985273,13
10030,40.819767,-73.944433,0
10030,40.819767,-73.944433,0
10030,40.819767,-73.944433,16
10002,40.714201,-73.995087,0
10027,40.810431,-73.955809,0
10027,40.810511,-73.955997,0
10027,40.810431,-73.955809,0
10027,40.810431,-73.955809,1
10038,40.710729,-73.996631,0
10038,40.710729,-73.996631,0
10038,40.710729,-73.996631,1
10032,40.841321,-73.938506,0
10032,40.841321,-73.938506,0
10032,40.841321,-73.938506,1
10027,40.814637,-73.951912,7
10002,40.716553,-73.993092,0
10002,40.716553,-73.993092,0
